"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
4654,"미정","전공선택","7459050","공학도를위한창의적컴퓨팅","원정임",3,"화(13:00-15:00),목(15:00-17:00)","제2공학관207강의실,제2공학관401강의실","",,,
4655,"미정","전공선택","7459051","AI시대쓰기의힘","정치훈",2,"월(09:00-11:00)","제1공학관406강의실","",,,
4656,"미정","전공선택","7459052","스마트제조의이해","배지웅",3,"시간미지정강좌,월(11:00-13:00)","제2공학관204강의실,제2공학관정석현PC3","",,,
4657,"미정","전공선택","7459053","커리어개발Ⅱ:취.창업진로포트폴리오","이승용",1,"화(16:00-17:00)","제2공학관208강의실","",,,
4658,"미정","전공선택","7459054","열전달","육세진",3,"월(10:30-12:00),수(10:30-12:00)","제1공학관202강의실,제1공학관302강의실","",,,
4659,"미정","전공선택","7459055","전력전자공학","윤영두",3,"월(14:30-16:00),수(14:30-16:00)","미래자동차연구센터104강의실","",,,
4660,"미정","전공선택","7459056","커리어개발Ⅱ:취.창업진로포트폴리오","이동진",1,"화(17:30-18:30)","미래자동차연구센터103강의실","",,,
4661,"미정","전공선택","7459057","자원처리실험및설계","김현중",2,"화(13:00-17:00)","제1공학관506강의실(공학대학원전용)","",,,
4662,"미정","전공선택","7459058","금융공학개론","송재욱",3,"화(16:00-17:30),목(13:00-14:30)","제2공학관510강의실(녹화전용)","",,,
4663,"미정","전공선택","7459059","수환경공학","김영모",3,"월(09:00-10:30),월(10:30-12:00)","재성토목관302강의실","",,,
4664,"미정","전공선택","7459060","AI시대쓰기의힘","임은희",2,"금(11:00-13:00)","제1공학관206강의실","",,,
4665,"미정","전공선택","7459061","Technology and AI: Utopia or Dystopia?","Stacey Eujung Choi",2,"화(09:00-11:00)","제2공학관307강의실","",,,
4666,"미정","전공선택","7459062","공학도를위한창의적컴퓨팅","조호성",3,"월(15:00-17:00),수(15:00-17:00)","제2공학관202강의실(녹화전용),제2공학관해동AILab_402","",,,
4667,"미정","전공선택","7459063","기본설계2","김명재",3,"수(13:00-14:00),수(14:00-18:00)","비지정()","",,,
4668,"미정","전공선택","7459064","컴퓨터활용디자인기본","이병준",3,"목(13:00-15:00),목(15:00-17:00)","제2공학관정석현PC4","",,,
4669,"미정","전공선택","7459065","건축과컴퓨터","전한종",3,"수(13:00-15:00),수(15:00-17:00)","제1공학관206강의실,제2공학관정석현PC3","",,,
4670,"미정","전공선택","7459066","건축설계스튜디오2","김나운",6,"화(13:00-14:00),금(13:00-14:00),화(14:00-18:00),금(14:00-18:00)","비지정()","",,,
4671,"미정","전공선택","7459067","건축설계스튜디오4","김은미",6,"월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)","비지정()","",,,
4672,"미정","전공선택","7459068","건축설계스튜디오6","노승범",6,"월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)","비지정()","",,,
4673,"미정","전공선택","7459069","기본설계2","김희준",3,"수(13:00-14:00),수(14:00-18:00)","공학실험스튜디오2-3","",,,
4674,"미정","전공선택","7459070","기본설계2","김선욱",3,"수(13:00-14:00),수(14:00-18:00)","융합공학스튜디오4","",,,
4675,"미정","전공선택","7459071","커리어개발Ⅱ:취.창업진로포트폴리오","박진아",1,"목(11:00-12:00)","제1공학관209강의실","",,,
4676,"미정","전공선택","7459072","도시공학종합설계2(URIP)","이수기",4,"시간미지정강좌,시간미지정강좌","비지정()","",,,
4677,"미정","전공선택","7459073","정보디스플레이공학개론","김재훈",3,"화(14:30-16:00),목(14:30-16:00)","제2공학관210강의실,제2공학관207강의실","",,,
4678,"미정","전공선택","7459074","아날로그회로설계","박상규",3,"화(14:30-16:00),목(14:30-16:00)","제2공학관510강의실(녹화전용)","",,,
4679,"미정","전공선택","7459075","공학도를위한창의적프로그래밍","성기혁",2,"수(11:00-12:00),수(12:00-13:00)","제2공학관최병부SW실습실(303)","",,,
4680,"미정","전공선택","7459076","유체역학","유지형",3,"화(16:00-17:30),목(16:00-17:30)","미래자동차연구센터106강의실","",,,
4681,"미정","전공선택","7459077","전자기학","임명섭",3,"화(10:30-12:00),목(13:00-14:30)","미래자동차연구센터106강의실","",,,
4682,"미정","전공선택","7459078","일반화학및실험2","김민경",3,"수(09:00-11:00),월(13:00-15:00)","제1공학관504강의실,자연과학관일반화학실험실1(114),자연과학관일반화학실험실2(116)","",,,
4683,"미정","전공선택","7459079","Technology and AI: Utopia or Dystopia?","Hugh Newton",2,"월(09:00-11:00)","제1공학관206강의실","",,,
4684,"미정","전공선택","7459080","Technology and AI: Utopia or Dystopia?","Michael William Brandon",2,"화(09:00-11:00)","제2공학관308강의실","",,,
4685,"미정","전공선택","7459082","산업공학연구실현장실습4","김태복",1,"시간미지정강좌","비지정()","",,,
4686,"미정","전공선택","7459083","산업공학캡스톤PBL(강화학습이론과응용)","정지훈",3,"화(09:00-11:00),목(13:00-15:00)","제1공학관201강의실,제1공학관205강의실","",,,
4687,"미정","전공선택","7459084","무선통신공학","홍송남",3,"월(13:00-14:30),월(14:30-16:00)","제2공학관209강의실","",,,
4688,"미정","전공선택","7459085","재료의물리적해석2","김현우",3,"화(09:00-10:30),수(13:00-14:30)","제1공학관303강의실","",,,
4689,"미정","전공선택","7459086","일반물리학및실험2","김준하",3,"월(13:00-15:00),목(15:00-17:00)","제1공학관401강의실,자연과학관일반물리학실험실3(212),자연과학관일반물리학실험실4(213)","",,,
4690,"미정","전공선택","7459087","공학도를위한창의적컴퓨팅","김진우",3,"화(15:00-17:00),수(09:00-11:00)","재성토목관103강의실,재성토목관멀티미디어실305호","",,,
4691,"미정","전공선택","7459088","디지털로직","IGBAFE ORIKUMHI",3,"수(14:30-16:00),금(10:30-12:00)","제1공학관208강의실,제1공학관203강의실","",,,
4692,"미정","전공선택","7459089","미분적분학2","박영선",3,"월(13:00-14:30),목(14:30-16:00)","제1공학관402강의실","",,,
4693,"미정","전공선택","7459090","공업유기화학2","정인환",3,"화(10:30-12:00),목(10:30-12:00)","IT.BT관501강의실,제1공학관203강의실","",,,
4694,"미정","전공선택","7459091","공업물리화학2","송태섭",3,"월(13:00-14:30),수(13:00-14:30)","퓨전테크놀러지911강의실","",,,
4695,"미정","전공선택","7459092","Technology and AI: Utopia or Dystopia?","Hugh Newton",2,"월(11:00-13:00)","제2공학관308강의실","",,,
4696,"미정","전공선택","7459093","Technology and AI: Utopia or Dystopia?","Ed Topliffe",2,"월(09:00-11:00)","제2공학관307강의실","",,,
4697,"미정","전공선택","7459094","커리어개발Ⅱ:취.창업진로포트폴리오","정재원",1,"월(11:00-12:00)","공학실험스튜디오2-3","",,,
4698,"미정","전공선택","7459095","건축공학캡스톤PBL(건물에너지절약기술)","정재원",3,"시간미지정강좌,시간미지정강좌","비지정()","",,,
4699,"미정","전공선택","7459096","도시와디자인","이일희",3,"목(15:00-17:00),목(17:00-19:00)","비지정()","",,,
4700,"미정","전공선택","7459097","커리어개발Ⅱ:취.창업진로포트폴리오","이창무",1,"목(11:00-12:00)","제1공학관405강의실","",,,
4701,"미정","전공선택","7459098","정보디스플레이공학개론","유창재",3,"화(14:30-16:00),목(14:30-16:00)","제1공학관204강의실,제1공학관203강의실","",,,
4702,"미정","전공선택","7459099","전자회로2","임재명",4,"화(10:30-12:00),목(10:30-12:00),목(18:00-20:00)","제2공학관209강의실,제2공학관209강의실,공업센터응용설계실(611)","",,,
4703,"미정","전공선택","7459100","신소재공학HY-UP(실용연구실습)2","김형진",1,"시간미지정강좌","비지정()","",,,
4704,"미정","전공선택","7459101","응용핵물리","김용균",3,"목(13:00-14:30),금(13:00-14:30)","제2공학관210강의실","",,,
4705,"미정","전공선택","7459102","방사선계측","김찬형",3,"화(09:00-10:30),수(10:30-12:00)","제2공학관313강의실(녹화전용)","",,,
4706,"미정","전공선택","7459103","석유천연가스공학","왕지훈",3,"월(13:00-14:30),수(13:00-14:30)","제2공학관305강의실,제1공학관401강의실","",,,
4707,"미정","전공선택","7459104","공업수학2","김주형",3,"화(10:30-12:00),금(13:00-14:30)","제1공학관303강의실,제1공학관208강의실","",,,
4708,"미정","전공선택","7459105","문화기술인간","구재령",2,"금(13:00-15:00)","제1공학관406강의실","",,,
4709,"미정","전공선택","7459106","공학도를위한창의적컴퓨팅","탁문호",3,"목(13:00-15:00),목(15:00-17:00)","제2공학관206강의실","",,,
4710,"미정","전공선택","7459107","공학도를위한창의적컴퓨팅","조호성",3,"화(18:00-20:00),금(09:00-11:00)","제2공학관205강의실,제2공학관해동AILab_402","",,,
4711,"미정","전공선택","7459108","공업수학2","이성열",3,"화(10:30-12:00),금(13:00-14:30)","제1공학관204강의실","",,,
4712,"미정","전공선택","7459109","미래기술과신소재2","박진성",2,"화(17:00-19:00)","제2공학관301강의실","",,,
4713,"미정","전공선택","7459110","신소재공학종합설계2(URIP)","윤종승",3,"시간미지정강좌","비지정()","",,,
4714,"미정","전공선택","7459111","에너지과학과기술","도시현",3,"화(13:00-14:30),목(13:00-14:30)","퓨전테크센터910호","",,,
4715,"미정","전공선택","7459112","재료과학2","백운규",3,"월(10:30-12:00),수(10:30-12:00)","퓨전테크놀러지911강의실","",,,
4716,"미정","전공선택","7459113","기계재료학","김태원",3,"월(13:00-14:30),월(14:30-16:00)","제1공학관202강의실","",,,
4717,"미정","전공선택","7459114","일반물리학및실험2","이경수",3,"월(09:00-11:00),화(15:00-17:00)","제1공학관401강의실,자연과학관일반물리학실험실2(210),자연과학관일반물리학실험실1(209)","",,,
4718,"미정","전공선택","7459115","융합전자공학종합설계2","정예환",1,"시간미지정강좌","비지정()","",,,
4719,"미정","전공선택","7459116","인공지능","채동규",3,"금(13:00-14:30)","비지정(),IT.BT관508강의실","",,,
4720,"미정","전공선택","7459118","도시설계2","김민정",4,"화(13:00-15:00),화(15:00-19:00)","비지정()","",,,
4721,"미정","전공선택","7459119","도시계량분석","류강민",3,"목(13:00-14:30),목(14:30-16:00)","제2공학관502강의실","",,,
4722,"미정","전공선택","7459120","재료열역학2","정용재",3,"화(14:30-16:00),목(14:30-16:00)","제2공학관208강의실","",,,
4723,"미정","전공선택","7459121","디지털논리설계","황순민",3,"수(15:00-17:00),목(13:00-15:00)","미래자동차연구센터102강의실","",,,
4724,"미정","전공선택","7459122","전자회로","조한신",3,"월(15:00-17:00),목(09:00-11:00)","미래자동차연구센터106강의실","",,,
4725,"미정","전공선택","7459123","분리공학개론","김현중",3,"화(09:00-10:30),목(09:00-10:30)","제1공학관202강의실","",,,
4726,"미정","전공선택","7459124","자원환경기기분석","권일한",3,"금(09:00-11:00),금(11:00-13:00)","제1공학관202강의실","",,,
4727,"미정","전공선택","7459125","공업수학2","김재희",3,"월(13:00-14:30),목(13:00-14:30)","제1공학관303강의실","",,,
4728,"미정","전공선택","7459126","알고리즘및문제해결기법","채동규",3,"금(14:30-16:00)","비지정(),IT.BT관508강의실","",,,
4729,"미정","전공선택","7459127","AI시대쓰기의힘","임지훈",2,"금(09:00-11:00)","제1공학관207강의실","",,,
4730,"미정","전공선택","7459128","건축설계스튜디오8","안기현",6,"토(09:00-11:00),토(11:00-15:00),토(15:00-19:00)","비지정()","",,,
4731,"미정","전공선택","7459129","객체지향프로그래밍","David Phillip Wagner",3,"목(16:00-18:00),목(18:00-20:00)","제2공학관502강의실,제2공학관해동AILab_402","",,,
4732,"미정","전공선택","7459130","AI시대쓰기의힘","정원정",2,"월(13:00-15:00)","제1공학관406강의실","",,,
4733,"미정","전공선택","7459131","AI시대쓰기의힘","문혜연",2,"월(09:00-11:00)","제1공학관502강의실","",,,
4734,"미정","전공선택","7459132","이산수학","차재혁",3,"화(14:30-16:00),목(14:30-16:00)","IT.BT관507강의실","",,,
4735,"미정","전공선택","7459133","커리어개발Ⅱ:취.창업진로포트폴리오","최용석",1,"화(17:00-18:00)","IT.BT관813강의실","",,,
4736,"미정","전공선택","7459134","IT프로젝트관리론","김낙일",3,"목(09:00-10:30),목(10:30-12:00)","IT.BT관813강의실","",,,
4737,"미정","전공선택","7459135","건축설계스튜디오4","이근식",6,"월(13:00-14:00),목(13:00-14:00),월(14:00-18:00),목(14:00-18:00)","비지정()","",,,
4738,"미정","전공선택","7459136","동아시아건축과문화","한동수",3,"수(13:00-14:30),수(14:30-16:00)","제1공학관508강의실","",,,
4739,"미정","전공선택","7459137","문화기술인간","임장원",2,"금(13:00-15:00)","제1공학관507강의실","",,,
4740,"미정","전공선택","7459138","문화기술인간","정원교",2,"금(13:00-15:00)","제1공학관602강의실","",,,
