"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
4441,"미정","전공선택","7458803","필라테스","황민경",2,"목(13:00-15:00)","올림픽체육관116호사교무용홀","",,,
4442,"미정","전공선택","7458804","필라테스","정경화",2,"수(09:00-11:00)","올림픽체육관116호사교무용홀","",,,
4443,"미정","전공선택","7458805","필라테스","순아름",2,"금(09:00-11:00)","올림픽체육관116호사교무용홀","",,,
4444,"미정","전공선택","7458806","사회클래식BL:사랑의역사와문화정치학","김현주",3,"목(13:00-15:00)","제2공학관312강의실,","",,,
4445,"미정","전공선택","7458807","인문클래식:문학으로읽는음식과인간","김지선",3,"수(16:00-18:00),수(18:00-19:00)","제2공학관312강의실","",,,
4446,"미정","전공선택","7458808","과학기술의철학적이해","김호연",3,"목(13:00-14:30)","제2공학관203강의실,","",,,
4447,"미정","전공선택","7458809","과학기술의철학적이해","김호연",3,"목(14:30-16:00)","제2공학관203강의실,","",,,
4448,"미정","전공선택","7458810","미분적분학1","최나리",3,"월(14:30-16:00),목(13:00-14:30)","제1공학관404강의실","",,,
4449,"미정","전공선택","7458811","미분적분학2","최나리",3,"월(16:00-17:30),수(16:00-17:30)","제1공학관404강의실","",,,
4450,"미정","전공선택","7458812","미분적분학2","정예원",3,"화(09:00-10:30),목(10:30-12:00)","제1공학관404강의실","",,,
4451,"미정","전공선택","7458813","미분적분학2","허재성",3,"월(14:30-16:00),목(13:00-14:30)","제1공학관601강의실","",,,
4452,"미정","전공선택","7458814","미분적분학2","조규동",3,"화(16:00-17:30),금(14:30-16:00)","제1공학관404강의실","",,,
4453,"미정","전공선택","7458815","호신술과자기방어","손성원",2,"목(09:00-11:00)","올림픽체육관유도장","",,,
4454,"미정","전공선택","7458816","호신술과자기방어","손성원",2,"목(11:00-13:00)","올림픽체육관유도장","",,,
4455,"미정","전공선택","7458817","호신술과자기방어","김만근",2,"금(11:00-13:00)","올림픽체육관유도장","",,,
4456,"미정","전공선택","7458818","과학클래식:생명과문명의융합적세계관을향하여","정혜경",3,"금(09:00-10:30),금(10:30-12:00)","제1공학관505강의실","",,,
4457,"미정","전공선택","7458819","예술클래식BL:신화로읽는동화","강민경",3,"화(11:00-13:00)","제2공학관203강의실,","",,,
4458,"미정","전공선택","7458825","과학기술의철학적이해","남영",3,"금(09:00-10:30)","제2공학관203강의실,","",,,
4459,"미정","전공선택","7458826","창의적프로그래밍","신수연",2,"화(15:00-16:00),화(16:00-17:00)","제2공학관최병부SW실습실(303)","",,,
4460,"미정","전공선택","7458827","창의적프로그래밍","장병철",2,"화(15:00-16:00),화(16:00-17:00)","제2공학관SW융합실습실(507)","",,,
4461,"미정","전공선택","7458838","초급중국어1","한승",3,"수(11:00-13:00)","제1공학관409강의실,","",,,
4462,"미정","전공선택","7458839","초급중국어1","한승",3,"수(13:00-15:00)","제1공학관409강의실,","",,,
4463,"미정","전공선택","7458840","초급중국어1","ZHAO MENGMENG",3,"월(11:00-13:00)","제2공학관312강의실,","",,,
4464,"미정","전공선택","7458841","초급중국어1","ZHAO MENGMENG",3,"월(13:00-15:00)","제2공학관312강의실,","",,,
4465,"미정","전공선택","7458842","인문클래식BL:삼국지와인간","박동욱",3,"수(09:00-11:00)","제1공학관103강의실,","",,,
4466,"미정","전공선택","7458843","인문클래식BL:삼국지와인간","박동욱",3,"수(13:00-15:00)","제1공학관103강의실,","",,,
4467,"미정","전공선택","7458844","유쾌한이노베이션","정효찬",2,"목(11:00-13:00)","제1공학관201강의실","",,,
4468,"미정","전공선택","7458845","유쾌한이노베이션","정효찬",2,"목(13:00-15:00)","제1공학관201강의실","",,,
4469,"미정","전공선택","7458846","유쾌한이노베이션","정효찬",2,"목(15:00-17:00)","제1공학관201강의실","",,,
4470,"미정","전공선택","7458847","성인병과운동","석민화",2,"월(11:00-13:00)","올림픽체육관333강의실","",,,
4471,"미정","전공선택","7458848","연극치료","김석윤",2,"수(11:00-13:00)","올림픽체육관블랙박스씨어터","",,,
4472,"미정","전공선택","7458849","영어말하기및표현연습2(영어노래분석과표현기법)","Gary Joseph Turnham",2,"목(11:00-13:00)","제2공학관308강의실","",,,
4473,"미정","전공선택","7458850","영어말하기및표현연습2(영어노래분석과표현기법)","Esther du Plessis",2,"목(11:00-13:00)","제2공학관307강의실","",,,
4474,"미정","전공선택","7458851","AI와함께하는스마트자기주도학습","Ian Gareth Robert Jones",2,"월(11:00-13:00)","제2공학관309강의실","",,,
4475,"미정","전공선택","7458852","하루키와함께읽는고전","김지선",2,"수(13:00-15:00)","제2공학관312강의실","",,,
4476,"미정","전공선택","7458854","항공업진로의탐색","권나은",3,"금(13:00-14:30),금(14:30-16:00)","사회과학관304강의실","",,,
4477,"미정","전공선택","7458855","말과글","전지은",3,"월(13:00-14:30),수(13:00-14:30)","제1공학관603강의실","",,,
4478,"미정","전공선택","7458856","기초학술영어","Connie Park",3,"월(11:00-13:00)","인문관112강의실,","",,,
4479,"미정","전공선택","7458857","기초학술영어","Mimi Eun Newton",3,"목(13:00-15:00)","인문관211강의실,","",,,
4480,"미정","전공선택","7458858","기초학술영어","S. Afflick-Smith",3,"수(11:00-13:00)","제2공학관306강의실,","",,,
4481,"미정","전공선택","7458859","기초학술영어","S. Afflick-Smith",3,"목(11:00-13:00)","제2공학관306강의실,","",,,
4482,"미정","전공선택","7458860","기초학술영어","Connie Park",3,"목(11:00-13:00)","제2공학관305강의실,","",,,
4483,"미정","전공선택","7458861","비판적사고와창의적추론:현대적사고를위한툴","Michael William Brandon",2,"금(11:00-13:00)","제2공학관307강의실","",,,
4484,"미정","전공선택","7458862","비판적사고와창의적추론:현대적사고를위한툴","Luke Oliver Allum",2,"수(11:00-13:00)","제1공학관405강의실","",,,
4485,"미정","전공선택","7458863","취업영어커뮤니케이션","Matthew John Clement",2,"화(11:00-13:00)","제2공학관312강의실","",,,
4486,"미정","전공선택","7458864","취업영어커뮤니케이션","Matthew John Clement",2,"금(11:00-13:00)","제1공학관602강의실","",,,
4487,"미정","전공선택","7458865","시나리오영작문","Hugh Newton",2,"화(13:00-15:00)","제2공학관308강의실","",,,
4488,"미정","전공선택","7458866","시나리오영작문","Hugh Newton",2,"월(13:00-15:00)","제2공학관308강의실","",,,
4489,"미정","전공선택","7458867","말과글","김치성",3,"월(10:30-12:00),수(10:30-12:00)","제1공학관603강의실","",,,
4490,"미정","전공선택","7458870","말과글","허진혁",3,"화(10:30-12:00),목(10:30-12:00)","제1공학관603강의실","",,,
4491,"미정","전공선택","7458871","말과글","김선화",3,"화(13:00-14:30),목(13:00-14:30)","제1공학관603강의실","",,,
4492,"미정","전공선택","7458872","로봇의이해","이재수",3,"수(13:00-15:00),수(15:00-17:00)","제2공학관COBOT센터","",,,
4493,"미정","전공선택","7458873","로봇의이해","이재수",3,"수(13:00-15:00),수(15:00-17:00)","제2공학관휴온스팹랩창의공간","",,,
4494,"미정","전공선택","7458874","로봇의이해","이태영",3,"목(13:00-15:00),목(15:00-17:00)","제2공학관COBOT센터","",,,
4495,"미정","전공선택","7458875","로봇의이해","이태영",3,"목(13:00-15:00),목(15:00-17:00)","제2공학관휴온스팹랩창의공간","",,,
4496,"미정","전공선택","7458876","스마트장치의이해","이태영",2,"화(13:00-14:00),화(14:00-16:00)","제2공학관휴온스팹랩창의공간","",,,
4497,"미정","전공선택","7458877","스마트장치의이해","오승연",2,"금(09:00-10:00),금(10:00-12:00)","제2공학관휴온스팹랩창의공간","",,,
4498,"미정","전공선택","7458878","스마트장치의이해","오승연",2,"금(13:00-14:00),금(14:00-16:00)","제2공학관휴온스팹랩창의공간","",,,
4499,"미정","전공선택","7458879","대학합창","임병훈",2,"금(09:00-11:00)","백남음악관백남홀","",,,
4500,"미정","전공선택","7458881","중급일본어","배소연",2,"월(09:00-11:00)","제1공학관601강의실","",,,
4501,"미정","전공선택","7458882","기초프랑스어","문규영",3,"수(16:00-17:30),수(17:30-19:00)","제1공학관409강의실","",,,
4502,"미정","전공선택","7458883","기초프랑스어","서덕렬",3,"목(13:00-14:30),목(14:30-16:00)","제1공학관604강의실(녹화전용)","",,,
4503,"미정","전공선택","7458884","중급프랑스어","Rukiye AKDAG",2,"금(11:00-13:00)","제1공학관501강의실","",,,
4504,"미정","전공선택","7458885","실용일어회화","배소연",2,"월(11:00-13:00)","제1공학관601강의실","",,,
4505,"미정","전공선택","7458886","실용일어회화","최경옥",2,"목(13:00-15:00)","제1공학관304강의실","",,,
4506,"미정","전공선택","7458887","Ideology in Politics and Culture","Luke Oliver Allum",3,"수(14:30-16:00),금(10:30-12:00)","제1공학관509강의실","",,,
4507,"미정","전공선택","7458888","기업·공공부문커뮤니케이션실전","Michael William Brandon",2,"목(13:00-15:00)","제1공학관401강의실","",,,
4508,"미정","전공선택","7458889","기업·공공부문커뮤니케이션실전","Douglas N. McIntosh",2,"월(11:00-13:00)","인문관121강의실","",,,
4509,"미정","전공선택","7458890","인문클래식:인간과가족","박동욱",3,"목(09:00-10:30),목(10:30-12:00)","제1공학관103강의실","",,,
4510,"미정","전공선택","7458891","인문클래식:인간과가족","박동욱",3,"목(16:00-17:30),목(17:30-19:00)","제1공학관103강의실","",,,
4511,"미정","전공선택","7458892","초급중국어1","김명신",3,"화(13:00-15:00)","제1공학관207강의실,","",,,
4512,"미정","전공선택","7458894","말과글","이은실",3,"화(14:30-16:00),목(14:30-16:00)","제1공학관603강의실","",,,
4513,"미정","전공선택","7458895","말과글","만다",3,"화(14:30-16:00),수(14:30-16:00)","제1공학관406강의실","",,,
4514,"미정","전공선택","7458896","말과글","오민수",3,"화(16:00-17:30),목(16:00-17:30)","제1공학관507강의실","",,,
4515,"미정","전공선택","7458897","말과글","김치성",3,"월(09:00-10:30),수(09:00-10:30)","제1공학관603강의실","",,,
4516,"미정","전공선택","7458898","기후변화와임팩트비즈니스","김태한",3,"목(13:00-14:30),목(14:30-16:00)","제2공학관301강의실","",,,
4517,"미정","전공선택","7458899","초급일본어","김주연",3,"월(09:00-10:30),월(10:30-12:00)","제1공학관103강의실","",,,
4518,"미정","전공선택","7458900","초급일본어","전유나",3,"화(09:00-10:30),화(10:30-12:00)","제1공학관601강의실","",,,
4519,"미정","전공선택","7458901","초급일본어","오수진",3,"월(13:00-14:30),월(14:30-16:00)","제1공학관201강의실","",,,
4520,"미정","전공선택","7458902","초급일본어","최경옥",3,"화(13:00-14:30),화(14:30-16:00)","제1공학관405강의실","",,,
4521,"미정","전공선택","7458905","사회클래식BL:성과인간의대화","임은희",3,"목(13:00-15:00)","제1공학관409강의실,","",,,
4522,"미정","전공선택","7458906","민법의이해","이준형",3,"월(13:00-14:30),월(14:30-16:00)","제3법학관601호","",,,
4523,"미정","전공선택","7458907","교양배구1","양진웅",2,"화(11:00-13:00)","올림픽체육관메인홀","",,,
4524,"미정","전공선택","7458908","교양배구1","양진웅",2,"화(13:00-15:00)","올림픽체육관메인홀","",,,
4525,"미정","전공선택","7458909","글로벌기업가정신","배태준",3,"금(13:00-14:30),금(14:30-16:00)","HITB2아이디어팩토리","",,,
4526,"미정","전공선택","7458910","성공취업의이해","홍주영",2,"화(15:00-17:00)","비지정()","",,,
4527,"미정","전공선택","7458911","성공취업의이해","안태정",2,"월(13:00-15:00)","비지정()","",,,
4528,"미정","전공선택","7458912","성공취업의이해","안태정",2,"월(15:00-17:00)","비지정()","",,,
4529,"미정","전공선택","7458913","심리학의이해","이숙희",2,"수(13:00-15:00)","사범대학본관멀티미디어강의실(213)","",,,
4530,"미정","전공선택","7458914","심리학의이해","이숙희",2,"수(15:00-17:00)","사범대학본관멀티미디어강의실(213)","",,,
4531,"미정","전공선택","7458915","필수비즈니스한자","윤국화",2,"월(13:00-15:00)","제2공학관301강의실","",,,
4532,"미정","전공선택","7458916","중국의역사와문화","이승아",2,"화(11:00-13:00)","제2공학관202강의실(녹화전용)","",,,
4533,"미정","전공선택","7458917","스크린영어","박주영",3,"수(13:00-14:30),수(14:30-16:00)","인문관404강의실","",,,
4534,"미정","전공선택","7458918","실용영문법","이영인",3,"화(16:00-17:30),화(17:30-19:00)","인문관233강의실","",,,
4535,"미정","전공선택","7458919","현대중국의이해","안창현",3,"화(13:00-14:30),화(14:30-16:00)","제1공학관409강의실","",,,
4536,"미정","전공선택","7458920","스마트에너지와지속가능한미래","김성희",3,"시간미지정강좌,시간미지정강좌",,"",,,
4537,"미정","전공선택","7458921","생활법률","안문희",2,"수(15:00-17:00)","제3법학관403호","",,,
4538,"미정","전공선택","7458922","생활법률","박세영",2,"수(11:00-13:00)","제3법학관102호","",,,
4539,"미정","전공선택","7458923","교육봉사활동2","김선아",2,"시간미지정강좌",,"",,,
4540,"미정","전공선택","7458924","학교폭력예방및학생의이해","임종근",2,"목(15:00-17:00)","사범대학본관대강의실8(404)","",,,
4541,"미정","전공선택","7458925","AI를위한컴퓨터구조및프로그래밍이해","박주열",2,"수(09:00-10:00),수(10:00-11:00)","제2공학관정석현PC1","",,,
4542,"미정","전공선택","7458926","대중문화와패션","이지연",3,"수(09:00-10:30),수(10:30-12:00)","생활과학관디자인실습실","",,,
4543,"미정","전공선택","7458927","대중문화와패션","이지연",3,"수(13:00-14:30),수(14:30-16:00)","생활과학관디자인실습실","",,,
4544,"미정","전공선택","7458928","인간관계훈련","조희원",2,"월(15:00-17:00)","사범대학본관대강의실3(303)","",,,
4545,"미정","전공선택","7458929","인간관계훈련","조희원",2,"화(15:00-17:00)","사범대학본관대강의실3(303)","",,,
4546,"미정","전공선택","7458930","외국인유학생을위한한국취·창업전략과실습","김범수",2,"금(15:00-16:00),금(16:00-17:00)","대학원.토건관313강의실","",,,
4547,"미정","전공선택","7458931","미디어로세상읽기","이영희",2,"목(15:00-17:00)","제1공학관302강의실","",,,
4548,"미정","전공선택","7458932","초급독일어","최지수",3,"월(16:00-17:30),월(17:30-19:00)","인문관404강의실","",,,
4549,"미정","전공선택","7458933","인문대생을위한앱프로그래밍","이주호",3,"목(09:00-12:00)","인문관107강의실","",,,
4550,"미정","전공선택","7458934","생활지도및상담","조한익",2,"목(13:00-15:00)","사범대학본관대강의실3(303)","",,,
4551,"미정","전공선택","7458935","교육방법및공학","오현숙",2,"수(15:00-17:00)","사범대학별관강의실(506-305)","",,,
4552,"미정","전공선택","7458936","파워앱스를활용한현장프로세스디지털전환","홍석준",2,"목(15:00-16:00),목(16:00-17:00)","제2공학관SW융합실습실(507)","",,,
4553,"미정","전공선택","7458937","교양펜싱","김정환",2,"수(13:00-15:00)","올림픽체육관114호농구장","",,,
4554,"미정","전공선택","7458938","영화로보는서양의역사","고광열",2,"월(13:00-15:00)","제1공학관409강의실","",,,
4555,"미정","전공선택","7458939","외국인을위한한국의역사와문화","주혁",2,"화(15:00-17:00)","인문관405강의실","",,,
4556,"미정","전공선택","7458940","외국인을위한한국의역사와문화","주혁",2,"수(13:00-15:00)","인문관405강의실","",,,
4557,"미정","전공선택","7458941","한국근현대사","정종원",2,"수(15:00-17:00)","제2공학관302강의실","",,,
4558,"미정","전공선택","7458942","한국근현대사","김민석",2,"목(15:00-17:00)","제2공학관302강의실","",,,
4559,"미정","전공선택","7458943","한국의역사와문화","박종연",2,"수(11:00-13:00)","제1공학관502강의실","",,,
4560,"미정","전공선택","7458944","한국의역사와문화","박종연",2,"수(13:00-15:00)","제1공학관502강의실","",,,
4561,"미정","전공선택","7458945","한국의역사와문화","홍양희",2,"목(15:00-17:00)","제1공학관304강의실","",,,
4562,"미정","전공선택","7458947","헌법의이해","조하늬",3,"수(13:00-14:30),수(14:30-16:00)","제3법학관204호","",,,
4563,"미정","전공선택","7458948","교양댄스스포츠","김현진",2,"화(13:00-15:00)","올림픽체육관116호사교무용홀","",,,
4564,"미정","전공선택","7458949","교양댄스스포츠","김현진",2,"화(15:00-17:00)","올림픽체육관116호사교무용홀","",,,
4565,"미정","전공선택","7458950","교양댄스스포츠","김현진",2,"목(11:00-13:00)","올림픽체육관116호사교무용홀","",,,
4566,"미정","전공선택","7458951","사랑의실천2(스마트커뮤니케이션)","최영태",2,"시간미지정강좌",,"",,,
4567,"미정","전공선택","7458952","재료및생산가공실험1","배지웅",2,"월(15:00-19:00)","비지정()","",,,
4568,"미정","전공선택","7458953","열전달","엄석기",3,"월(10:30-12:00),수(10:30-12:00)","제2공학관210강의실","",,,
4569,"미정","전공선택","7458955","촉매반응공학","서영웅",3,"화(13:00-14:30),목(13:00-14:30)","제2공학관501강의실","",,,
4570,"미정","전공선택","7458956","커리어개발Ⅱ:취.창업진로포트폴리오","염봉준",1,"목(16:00-17:00)","제2공학관203강의실","",,,
4571,"미정","전공선택","7458957","전달현상","서정길",3,"화(10:30-12:00),목(10:30-12:00)","신소재공학관707호/708호,제1공학관202강의실","",,,
4572,"미정","전공선택","7458958","세포및조직공학","신흥수",3,"월(14:30-16:00),수(14:30-16:00)","IT.BT관902강의실","",,,
4573,"미정","전공선택","7458959","이산수학","최진식",3,"화(13:00-14:30),목(14:30-16:00)","IT.BT관501강의실,IT.BT관203강의실","",,,
4574,"미정","전공선택","7458960","커리어개발Ⅱ:취.창업진로포트폴리오","김은솔",1,"화(17:00-18:00)","IT.BT관207강의실","",,,
4575,"미정","전공선택","7458961","커리어개발Ⅱ:취.창업진로포트폴리오","이성윤",1,"화(17:00-18:00)","IT.BT관507강의실","",,,
4576,"미정","전공선택","7458962","산업공학연구실현장실습4","송재욱",1,"시간미지정강좌","비지정()","",,,
4577,"미정","전공선택","7458965","자동차공학실험","조기춘",2,"목(15:00-19:00)","비지정()","",,,
4578,"미정","전공선택","7458968","미래자동차공학연구실현장실습4","유지형",1,"시간미지정강좌","비지정()","",,,
4579,"미정","전공선택","7458969","미래자동차공학연구실현장실습4","한경석",1,"시간미지정강좌","비지정()","",,,
4580,"미정","전공선택","7458970","생명공학실험2(URIP)","이동윤",2,"금(13:00-17:00)","IT.BT관902강의실","",,,
4581,"미정","전공선택","7458971","커리어개발Ⅱ:취.창업진로포트폴리오","임태연",1,"월(16:00-17:00)","IT.BT관901강의실","",,,
4582,"미정","전공선택","7458972","자연어처리론","김태욱",3,"월(10:30-12:00),목(13:00-14:30)","IT.BT관207강의실","",,,
4583,"미정","전공선택","7458973","기계학습이론","이성윤",3,"월(10:30-12:00),수(10:30-12:00)","IT.BT관501강의실","",,,
4584,"미정","전공선택","7458974","캡스톤소프트웨어프로젝트2","조영필",1,"시간미지정강좌","비지정()","",,,
4585,"미정","전공선택","7458975","캡스톤소프트웨어프로젝트2","차재혁",1,"시간미지정강좌","비지정()","",,,
4586,"미정","전공선택","7458976","미래자동차공학연구실현장실습4","황순민",1,"시간미지정강좌","비지정()","",,,
4587,"미정","전공선택","7458977","미래자동차공학연구실현장실습4","이동진",1,"시간미지정강좌","비지정()","",,,
4588,"미정","전공선택","7458978","데이터베이스시스템및응용","이경용",3,"목(09:00-10:30),목(10:30-12:00)","인텔리전스컴퓨팅룸3","",,,
4589,"미정","전공선택","7458979","커리어개발Ⅱ:취.창업진로포트폴리오","백성용",1,"수(12:00-13:00)","비지정()","",,,
4590,"미정","전공선택","7458980","분산컴퓨팅","이춘화",3,"화(14:30-16:00),목(10:30-12:00)","IT.BT관609강의실,IT.BT관507강의실","",,,
4591,"미정","전공선택","7458981","AI시대쓰기의힘","허진혁",2,"금(09:00-11:00)","제1공학관206강의실","",,,
4592,"미정","전공선택","7458982","미생물학","이동윤",3,"월(14:30-16:00),수(14:30-16:00)","IT.BT관901강의실","",,,
4593,"미정","전공선택","7458987","생체공학연구실현장실습4","김인영",1,"시간미지정강좌","비지정()","",,,
4594,"미정","전공선택","7458988","재료열역학2","이종원",3,"화(14:30-16:00),목(14:30-16:00)","제2공학관311강의실","",,,
4595,"미정","전공선택","7458989","화공열역학2","김경학",3,"월(13:00-14:30),수(14:30-16:00)","제1공학관604강의실(녹화전용)","",,,
4596,"미정","전공선택","7458990","공정제어","박기호",3,"월(14:30-16:00),수(09:00-10:30)","제1공학관507강의실","",,,
4597,"미정","전공선택","7458991","세포생물학","류성언",3,"화(13:00-14:30),목(13:00-14:30)","IT.BT관901강의실","",,,
4598,"미정","전공선택","7458992","데이터베이스시스템및응용","김상욱",3,"금(09:00-10:30)","비지정(),IT.BT관508강의실","",,,
4599,"미정","전공선택","7458993","디지털헬스케어","최창순",3,"월(10:30-12:00),수(10:30-12:00)","IT.BT관208강의실","",,,
4600,"미정","전공선택","7458994","커리어개발Ⅱ:취.창업진로포트폴리오","한혁수",1,"화(16:00-17:00)","제1공학관402강의실","",,,
4601,"미정","전공선택","7458995","신소재공학종합설계2(URIP)","한태희",3,"시간미지정강좌","비지정()","",,,
4602,"미정","전공선택","7458996","수치해석","김진국",3,"월(13:00-14:30),수(10:30-12:00)","공업센터화공전산실습실","",,,
4603,"미정","전공선택","7458997","커리어개발Ⅱ:취.창업진로포트폴리오","장윤정",1,"목(16:00-17:00)","제1공학관208강의실","",,,
4604,"미정","전공선택","7458998","전달현상","서정길",3,"화(14:30-16:00),목(14:30-16:00)","제2공학관501강의실,제1공학관601강의실","",,,
4605,"미정","전공선택","7458999","생명공학종합설계2","이민형",1,"시간미지정강좌","비지정()","",,,
4606,"미정","전공선택","7459001","수처리시스템공학","김영모",3,"월(16:00-17:30),월(17:30-19:00)","재성토목관302강의실","",,,
4607,"미정","전공선택","7459002","유한요소법의기초","박예원",3,"화(13:00-14:30),목(13:00-14:30)","재성토목관멀티미디어실305호,재성토목관302강의실","",,,
4608,"미정","전공선택","7459003","건설AI및로봇","김진우",3,"화(09:00-10:30),목(09:00-10:30)","재성토목관멀티미디어실305호,재성토목관사이버강의실204호","",,,
4609,"미정","전공선택","7459004","일반생물학및실험2","이상경",3,"수(09:00-11:00),화(09:00-11:00)","제2공학관207강의실","",,,
4610,"미정","전공선택","7459005","차량전자제어","이형철",3,"금(15:00-16:30),금(16:30-18:00)","제2공학관301강의실","",,,
4611,"미정","전공선택","7459006","건축구조역학2","이민정",3,"수(09:00-10:30),수(10:30-12:00)","제1공학관401강의실","",,,
4612,"미정","전공선택","7459007","건설사업관리1","최훈",3,"수(13:00-15:00),수(15:00-17:00)","제2공학관313강의실(녹화전용),제2공학관401강의실","",,,
4613,"미정","전공선택","7459008","건축구조계획","이은진",3,"수(09:00-10:30),수(10:30-12:00)","제1공학관202강의실","",,,
4614,"미정","전공선택","7459009","문화기술인간","남영",2,"월(11:00-13:00)","제1공학관206강의실","",,,
4615,"미정","전공선택","7459010","창의적소프트웨어프로그래밍","김현준",4,"월(15:00-17:00),화(13:00-17:00)","인텔리전스컴퓨팅룸1","",,,
4616,"미정","전공선택","7459011","에너지공학캡스톤PBL(에너지와자원순환)","도시현",3,"수(17:00-19:00),목(15:00-17:00)","인텔리전스컴퓨팅룸2","",,,
4617,"미정","전공선택","7459012","커리어개발Ⅱ:취.창업진로포트폴리오","엄석기",1,"시간미지정강좌","비지정()","",,,
4618,"미정","전공선택","7459013","유체역학2","송시몬",3,"수(13:00-14:30)","제1공학관408강의실","",,,
4619,"미정","전공선택","7459014","산업공학종합설계2","정지훈",3,"금(16:00-19:00)","제2공학관205강의실","",,,
4620,"미정","전공선택","7459015","전기공학종합설계2","이성민",1,"시간미지정강좌","비지정()","",,,
4621,"미정","전공선택","7459016","에너지신산업이슈연구","장문석",3,"시간미지정강좌,시간미지정강좌","비지정()","",,,
4622,"미정","전공선택","7459017","커리어개발Ⅱ:취.창업진로포트폴리오","배성철",1,"월(11:00-12:00)","공학실험스튜디오2-1","",,,
4623,"미정","전공선택","7459018","반도체공학","박희준",3,"화(10:30-12:00),목(10:30-12:00)","신소재공학관318호세미나실","",,,
4624,"미정","전공선택","7459019","유기나노공학종합설계2","정인환",3,"시간미지정강좌","비지정()","",,,
4625,"미정","전공선택","7459020","재료물성학","이윤정",3,"월(13:00-14:30),수(13:00-14:30)","퓨전테크놀러지1008강의실","",,,
4626,"미정","전공선택","7459021","이산수학","김광욱",3,"화(13:00-14:30),목(16:00-17:30)","IT.BT관207강의실","",,,
4627,"미정","전공선택","7459022","기기분석","안희준",3,"월(10:30-12:00),수(10:30-12:00)","신소재공학관218호멀티미디어실","",,,
4628,"미정","전공선택","7459023","테크노경영학(스타트업종합설계)","이재석",3,"목(09:00-10:30)","제1공학관509강의실,","",,,
4629,"미정","전공선택","7459024","시스템해석","박종현",3,"화(10:30-12:00),목(10:30-12:00)","제1공학관407강의실","",,,
4630,"미정","전공선택","7459025","재료및생산가공실험1","이승환",2,"화(15:00-19:00)","제2공학관203강의실,비지정()","",,,
4631,"미정","전공선택","7459026","기계공학의응용과미래1","김민구",1,"목(14:30-15:30)","제2공학관501강의실","",,,
4632,"미정","전공선택","7459027","공업수학2","신교일",3,"화(14:30-16:00),금(13:00-14:30)","제1공학관508강의실","",,,
4633,"미정","전공선택","7459028","건축설비개론","정재원",3,"월(13:00-14:30),월(14:30-16:00)","건축관IC-PBL강의실(601)","",,,
4634,"미정","전공선택","7459029","재료역학","유은종",3,"수(16:00-17:30),목(13:00-14:30)","제1공학관402강의실,제1공학관504강의실","",,,
4635,"미정","전공선택","7459030","공업수학2","노우석",3,"월(13:00-14:30),목(13:00-14:30)","제1공학관302강의실","",,,
4636,"미정","전공선택","7459031","신호와시스템","김정희",3,"금(09:00-10:30),금(10:30-12:00)","제2공학관311강의실","",,,
4637,"미정","전공선택","7459033","커리어개발Ⅱ:취.창업진로포트폴리오","김현준",1,"수(12:00-13:00)","비지정()","",,,
4638,"미정","전공선택","7459034","화공열역학2","김도환",3,"월(13:00-14:30),수(14:30-16:00)","제1공학관602강의실,제1공학관601강의실","",,,
4639,"미정","전공선택","7459035","에너지공학실험2","이윤정",2,"금(13:00-17:00)","비지정()","",,,
4640,"미정","전공선택","7459036","에너지공학종합설계2","이윤정",3,"시간미지정강좌","비지정()","",,,
4641,"미정","전공선택","7459037","커리어개발Ⅱ:취.창업진로포트폴리오","장재영",1,"시간미지정강좌","비지정()","",,,
4642,"미정","전공선택","7459038","동역학제어실험1","오기용",2,"화(15:00-19:00)","비지정()","",,,
4643,"미정","전공선택","7459039","캐드와디지털팩토리개론","김재정",3,"금(13:00-15:00),화(15:00-17:00)","비지정()","",,,
4644,"미정","전공선택","7459040","전자회로2","박상규",4,"월(13:00-14:30),수(13:00-14:30),목(11:00-13:00)","제1공학관501강의실,제1공학관209강의실,반도체공학과회로설계실험실(407)","",,,
4645,"미정","전공선택","7459041","메모리반도체소자","남인호",3,"금(13:00-14:30),금(14:30-16:00)","제2공학관208강의실","",,,
4646,"미정","전공선택","7459042","일반화학및실험","김민경",3,"화(09:00-11:00),금(13:00-15:00)","제1공학관304강의실,자연과학관일반화학실험실1(114),자연과학관일반화학실험실2(116)","",,,
4647,"미정","전공선택","7459043","문화기술인간","이기태",2,"목(13:00-15:00)","제1공학관406강의실","",,,
4648,"미정","전공선택","7459044","CAE","민승재",3,"화(11:00-13:00),화(15:00-17:00)","미래자동차연구센터104강의실,CAD/CAE실습실(214)","",,,
4649,"미정","전공선택","7459045","차량최적설계","민승재",3,"월(11:00-13:00),월(15:00-17:00)","미래자동차연구센터104강의실,CAD/CAE실습실(214)","",,,
4650,"미정","전공선택","7459046","xEV에너지시스템","유지형",3,"화(13:00-14:30),목(13:00-14:30)","미래자동차연구센터103강의실","",,,
4651,"미정","전공선택","7459047","원자력재료부식및전기화학","김상태",3,"화(13:00-14:30),목(10:30-12:00)","제1공학관601강의실","",,,
4652,"미정","전공선택","7459048","미래에너지자원공학","이근상",3,"화(10:30-12:00),목(10:30-12:00)","신소재공학관218호멀티미디어실,제1공학관509강의실","",,,
4653,"미정","전공선택","7459049","경영전략및데이터베이스","김태복",3,"월(16:00-17:30),화(14:30-16:00)","제1공학관501강의실","",,,
